Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Les amis des  classes orchestre du
 collège Francis Lallart de Gorron""","53100 Mayenne","Organisation d’une manifestation musicale",3000.00,"FAVENNEC Yannick",,Mayenne,UDI,,PA267042
"Les amis des arts ",,Fonctionnement,1000.00,COURTIAL,Edouard,Oise,UMP,224-02,PA267743
"Les amis des Bauges ","Rue du Capitaines de courson 73630 LE CHATELARD","Acquisition d'un véhicule PMR pour sorties personnes âgées et handicapées",5000.00,LACLAIS,Bernadette,Savoie,SRC,157-01,PA608785
"LES AMIS DES FLEURS","5, RUE DES PLACES-87800 SAINT HILAIRE LES PLACES","50 ans du fleurissement",1500.00,BOISSERIE,Daniel,Haute-Vienne,SRC,224-02,PA560
"Les Amis des Jardins de Vallery",,Fonctionnement,5000.00,FORT,Marie-Louise,Yonne,UMP,224-02,PA336576
"Les Amis des Ternes Monceau (TMB)",,Fonctionnement,4000.00,DEBRE,Bernard,Paris,UMP,157-05,PA1020
"Les Amis des Tours",,Fonctionnement,1000.00,REYNES,Bernard,Bouches-du-Rhône,UMP,224-02,PA330788
"Les amis d'Oricourt","Mme PAILLUSSEAU S - Présidente 1, rue Nicolas Rollin 70110 ORICOURT","Organisation de la fête du Château",2000.00,VILLAUMÉ,Jean-Michel,Haute-Saône,SRC,224-02,PA334951
"Les amis d'Orizons / Fondation Catherine Gide","12 rue Popincourt 75011 Paris","exposition sur la littérature",10000.00,BLOCHE,Patrick,Paris,SRC,224-02,PA543
"Les amis du Bel Canto de Vauvert","""Bar des Halles
30600 VAUVERT""",Fonctionnement,15000.00,COLLARD,Gilbert,Gard,NI,224-02,PA606212
"Les amis du Bois Saint-Louis","""18, rue des Lilas 
44700 Orvault""","Encourager, soutenir promouvoir dans le quartier toute initiative contribuant au développement social...",1500.00,"de RUGY",François,Loire-Atlantique,ECOLO,163-02,PA332747
"Les amis du bus des femmes","""58 rue des Amandiers
75020 Paris""","Prévention et accompagnement  des femmes victimes de la traite et de l'exploitation sexuelles",15000.00,VAILLANT,Daniel,Paris,SRC,137-12,PA2859
"Les Amis du Chapiteau du Livre","""Hôtel de Ville
37540 - Saint-Cyr-sur-Loire""","Promotion de la lecture et de l'écriture du livre",5000.00,BRIAND,Philippe,Indre-et-Loire,UMP,224-02,PA667
"Les Amis du Château de Javarzay",,"30ème anniversaire ",1000.00,DRAPEAU,Jean-Luc,Deux-Sèvres,SRC,224-02,PA345994
"les amis du château de Lacaze","81330 LACAZE","entretien de mobilier",1000.00,"FOLLIOT Philippe",,Tarn,UDI,,PA267673
"Les Amis du Concert "," 06100 NICE","Dépenses de fonctionnement",1000.00,"SALLES Rudy ",,Alpes-Maritimes,UDI,,PA2667
"LES AMIS DU FORT DE JOUY SOUS LES COTES","552000 GEVILLE","Eléctrification du Fort",2000.00,"PANCHER Bertrand ",,Meuse,UDI,,PA333421
"Les Amis du Fort DUCROT",,Fonctionnement,2000.00,ROHFRITSCH,Sophie,Bas-Rhin,UMP,224-02,PA608380
"Les Amis du Général de Gaulle",,Fonctionnement,1000.00,BOUCHET,Jean-Claude,Vaucluse,UMP,169-03,PA336316
"Les Amis du Jouet ancien - Musée de la Poupée et du Jouet ancien",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,175-03,PA1001
"Les Amis du Kloesterle",,Fonctionnement,1000.00,FURST,Laurent,Bas-Rhin,UMP,175-01,PA266774
"Les Amis du Musée de l'Abeille d'Opale Humanité Madagascar",,Fonctionnement,5000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,175-03,PA334149
"Les Amis du musée de l'infanterie",,Fonctionnement,1000.00,STRAUMANN,Eric,Haut-Rhin,UMP,175-03,PA334654
"Les Amis du patrimoine de Chamagnieu",,Fonctionnement,1000.00,MOYNE-BRESSAND,Alain,Isère,UMP,224-02,PA2250
"Les Amis du Patrimoine de Rubelles",,Fonctionnement,1000.00,MIGNON,Jean-Claude,Seine-et-Marne,UMP,175-01,PA2191
"Les amis du Pays de Lavelle","""Salle communale 
Place du lavoir Lavelle 
63320 Saint Vincent""","Sauvegarde et mise en valeur des patrimoines",3000.00,AUROI,Danielle,Puy-de-Dôme,ECOLO,175-01,PA608186
"LES AMIS DU PÈRE CASTOR","""RUE DU 11 NOVEMBRE 1918 
87380 MEUZAC""","Résidence du Père Castor",1500.00,BOISSERIE,Daniel,Haute-Vienne,SRC,224-02,PA560
"Les amis du Prieuré","""Monsieur Dominique LABONDE
4 impasse du Prieuré
71190 MESVRES""","Organisation d'une manifestation pour l'accueil d'étudiant en archéologie",1000.00,BAUMEL,Philippe,Saône-et-Loire,SRC,175-09,PA608686
"Les amis du rocher murois à Mur de Bretagne",,"Achat d'un véhicule adapté aux personnes âgées dépendantes",2000.00,"LE FUR",Marc,Côtes-d'Armor,UMP,157-01,PA1874
"Les Amis du Sougey et de la Bresse",,Fonctionnement,5000.00,BRETON,Xavier,Ain,UMP,131-01,PA330008
"Les Amis du Tarot de Beauvaisis","""M. Jean-Luc MOUSSARD
19, rue Saint Léger
60155 - Rainvilliers""",Fonctionnement,1000.00,MANCEL,Jean-François,Oise,UMP,224-02,PA2048
"Les Amis du Tarot du Beauvaisis","""Mme Martine ROHAUT
4, impasse de l'Elysée
60 000 - Beauvais""",Fonctionnement,1000.00,MANCEL,Jean-François,Oise,UMP,224-02,PA2048
"Les amis du temple de Pont-de-Roide","rue Champs Babon 25 150 Pont-de-Roide","Réfection chauffage du temple",4500.00,BARBIER,Frédéric,Doubs,SRC,232-04,PA642724
"Les Amis du Théâtre Populaire","""Château de l'Anglais 
13590 MEYREUIL""","Soutien manifestation culturelle (pièce de théâtre)",5000.00,CIOT,Jean-David,Bouches-du-Rhône,SRC,224-02,PA605557
"Les Amis du Vieux
 Saint-Chamond""","""Ancien Hôtel Dieu 
 42400 Saint-Chamond  ""","""Restauration de la Croix
 de Paraqueux""",2000.00,"ROCHEBLOINE François",,Loire,UDI,,PA2597
"Les Amis St Michel","Mme Marie-Claude MONTANE-SEAILLES","Aménagement de la salle d'exposition.",5000.00,BIEMOURET,Gisèle,Gers,SRC,224-02,PA508
"Les anges gardiens",,Fonctionnement,1000.00,COURTIAL,Edouard,Oise,UMP,163-01,PA267743
"Les Après-midi de St Florentin","2, Place du souvenir 89600 ST FLORENTIN","Journées Littéraires juin2013",5000.00,CAULLET,Jean-Yves,Yonne,SRC,224-02,PA770
"Les Archers Caudaciens",,Fonctionnement,2000.00,BENISTI,"Jacques Alain",Val-de-Marne,UMP,219-01,PA267822
"Les Archers de Saint Quinis",,Fonctionnement,1000.00,COUVE,Jean-Michel,Var,UMP,219-01,PA951
"Les Archers de Saint Siffrein",,Fonctionnement,2000.00,AUBERT,Julien,Vaucluse,UMP,219-01,PA609726
"Les Arroseurs",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,224-02,PA605036
"Les Artisans du Macadam","""22, rue des Vinaigriers 
75010 Paris""",Fonctionnement,2000.00,DAGOMA,Seybah,Paris,SRC,177-11,PA608920
"Les Artistes de la couleur et de la diversité","15, rue de la Courneuve 93300 AUBERVILLIERS","Ateliers Programme européen pour la jeunesse",4000.00,GUIGOU,Elisabeth,Seine-Saint-Denis,SRC,224-02,PA1579
"Les Arts Hombourgeois",,Fonctionnement,1000.00,GROMMERCH,Anne,Moselle,UMP,224-02,PA343623
"Les Ateliers de Balou","""10 rue Marcel Dadi
94320 Thiais""",Fonctionnement,20000.00,BRIDEY,Jean-Jacques,Val-de-Marne,SRC,224-02,PA672
"Les Aveyrinades",,Fonctionnement,1000.00,MOYNE-BRESSAND,Alain,Isère,UMP,224-02,PA2250
"Les Baladins de Joinville",,Fonctionnement,2500.00,HERBILLON,Michel,Val-de-Marne,UMP,131-01,PA1630
"Les Bandits de Nogent","""M. Emmanuel LUXI, Président
27, rue des Héros Nogentais
94130 - Nogent sur marne""",Fonctionnement,1000.00,CARREZ,Gilles,Val-de-Marne,UMP,219-01,PA746
"Les Baroudeurs",,Fonctionnement,1000.00,COURTIAL,Edouard,Oise,UMP,224-02,PA267743
"Les bébés du Gros Caillou",,Fonctionnement,3000.00,FILLON,François,Paris,UMP,106-02,PA1310
"Les Bouinouzh à Lamballe",,"Réalisation d'un évènement autour de l'automobile",1000.00,"LE FUR",Marc,Côtes-d'Armor,UMP,163-01,PA1874
"Les Bout' chous",,Fonctionnement,1000.00,PELISSARD,Jacques,Jura,UMP,140-01,PA2345
"les Bout'choux",,"organisation du service public de la petite enfance",3000.00,BATTISTEL,Marie-Noëlle,Isère,SRC,106-01,PA342415
"Les Bravos de la nuit",,Fonctionnement,1000.00,CINIERI,Dino,Loire,UMP,224-02,PA267429
"Les Bryhochets (crèche parentale)","""14, rue Léon Menu
94360 - Bry-sur-Marne""","Achats de petits équipements",1500.00,CARREZ,Gilles,Val-de-Marne,UMP,106-01,PA746
"Les Burdivents",,Fonctionnement,1000.00,CINIERI,Dino,Loire,UMP,224-02,PA267429
"Les butineurs","""Appt 10 - 
12, port d'Amon 
80000 Amiens""","Diffuser et partager les connaissances naturalistes et scientifiques",3400.00,PAMPILI,Barbara,Somme,ECOLO,217-01,PA609520
"Les Cafés Rouennais de l'Emploi",,Fonctionnement,2000.00,GUEGOT,Françoise,Seine-Maritime,UMP,102-02,PA335567
"Les Castellins",,Fonctionnement,1500.00,PÉLISSARD,Jacques,Jura,UMP,224-02,PA2345
"Les Castors Grimpeurs Jovaciens","""M. Bernard DESMARIS
Mairie de Jouy en Josas
06 87 39 08 14""","Organisation du Vétathlon du Josas",3000.00,PECRESSE,Valérie,Yvelines,UMP,219-01,PA267605
"Les Cavaliers du Parc",,Fonctionnement,1000.00,MESLOT,Damien,Territoire-de-Belfort,UMP,219-01,PA267327
"Les Cayres","""Mme Hélène FAYOLLE
La Champ des Cayres
43200 - YSSINGEAUX""","Restauration maison assemblée",1000.00,WAUQUIEZ,Laurent,Haute-Loire,UMP,224-02,PA267285
"Les centres de beauté CEW",,Fonctionnement,2500.00,VITEL,Philippe,Var,UMP,204-19,PA267506
"Les Chantres d'Ain",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,224-02,PA605036
"Les chemins de fer du Creusot","""Monsieur le Président-Serge Chevalier
Rue des Pyrenées
71200 le Creusot""","Restauration de la locomotive 241P17",2500.00,BAUMEL,Philippe,Saône-et-Loire,SRC,175-01,PA608686
"Les Chevaliers du ciel rêves de gosses","7, place des Jacobins B.P 425 11100 NARBONNE",Fonctionnement,30000.00,"Présidence de l'Assemblée nationale",,"*(non rattaché à un département)",,177-11,NULL
"LES CHEVEUX D'ARGENT DE SAOUZELONG",,Fonctionnement,1000.00,MOUDENC,Jean-Luc,Haute-Garonne,UMP,157-05,PA606299
"Les Cigognes du désert","""Quentin SOUC
12 rue Jean Jaurès
33240 SAINT ANDRE DE CUBZAC""","Aide au financement pour participation au Raid 4 L Trophy 2013",1000.00,PLISSON,Philippe,Gironde,SRC,219-01,PA2430
"Les claviers d'Auriol","""4, chemin se St Pierre 
13390 Auriol""","Construction d'un grand orgue église paroissiale St Pierre d'Auriol",3000.00,LAMBERT,François-Michel,Bouches-du-Rhône,ECOLO,224-02,PA605518
"Les Compagnons de l'Olivier",,Fonctionnement,1500.00,GIRAN,Jean-Pierre,Var,UMP,224-02,PA1483
"Les Compagnons de Saint-Vincent de Paul","""5, rue de Belzunce 
75010 Paris""",Fonctionnement,3000.00,DAGOMA,Seybah,Paris,SRC,177-11,PA608920
"Les Contrats bleus ",,Fonctionnement,1000.00,"DE LA RAUDIERE",Laure,Eure-et-Loir,UMP,163-04,PA331567
"Les Corsistes",,Fonctionnement,1000.00,AUBERT,Julien,Vaucluse,UMP,224-02,PA609726
"Les Couturières de Gaspard",,Fonctionnement,1000.00,COUVE,Jean-Michel,Var,UMP,224-02,PA951
"Les Crocos (Périscolaire)",,Fonctionnement,3000.00,MESLOT,Damien,Territoire-de-Belfort,UMP,140-01,PA267327
"Les Croix de Malte - Le Cinéma s'expose 44","Monsieur Jean-Pierre Deniaud, 23 rue Georges Sand 44550 Montoir-de-Bretagne","Réalisation d'une exposition - Sauvergarde et valorisation du patrimoine cinéma",3000.00,FOUGERAT,Jean-Pierre,Loire-Atlantique,SRC,224-02,PA266863
"Les Diables rouges","""11 avenue Raspail
93170 BAGNOLET""","Financement des formations pour la section jeunesse",10000.00,HAMMADI,Razzy,Seine-Saint-Denis,SRC,163-02,PA610291
"Les Dixieland Combo",,Fonctionnement,2000.00,GEST,Alain,Somme,UMP,224-02,PA1466
"Les Doigts Agiles",,Fonctionnement,6000.00,GEST,Alain,Somme,UMP,157-05,PA1466
"Les doigts d'or",,Fonctionnement,1000.00,PANIATOWSKI,Axel,Val-d'Oise,UMP,157-01,PA267886
"Les Donneurs de Voix",,Fonctionnement,1500.00,BROCHAND,Bernard,Alpes-Maritimes,UMP,106-03,PA223837
"Les Donneurs de Voix",,Fonctionnement,1500.00,GIRAN,Jean-Pierre,Var,UMP,224-02,PA1483
"Les donneurs de voix",,Fonctionnement,1000.00,PAISSON,Jean-Frédéric,Yvelines,UMP,224-02,PA345937
"Les Dragons de St Georges",,"Soutien carnaval",11000.00,BRAILLARD,Thierry,Rhône,RRDP,163-01,PA608495
"Les Echos du Point du Jour","72500 CHÂTEAU du LOIR","Dépenses de fonctionnement",2500.00,"LEROY Maurice",,Loir-et-Cher,UDI,,PA1960
"Les éditions Tirésias","Boite 37, 15 passage Ramey 75018 Paris","soutien aux actions développées pour permettre la publication dune 15aine d'ouvrages très particuliers d'histoire sur la mémoire et la resistance des êtres humains face aux conflits.",15000.00,CARESCHE,Christophe,Paris,SRC,224-02,PA735
"Les Elfes","""Centre des Arts et Loisirs
31-33, avenue Jean Jaurès
77360 - Vaires-sur-Marne""",Fonctionnement,1000.00,CARREZ,Gilles,Val-de-Marne,UMP,224-02,PA746
"Les Enclumes",,Fonctionnement,1000.00,REYNES,Bernard,Bouches-du-Rhône,UMP,224-02,PA330788
"Les Enfants Avant Tout","""
 35250 CHASNE SUR ILLET ""","""Aide à l’alimentation en eau
 d’un orphelinat en Haïti""",3000.00,"ROCHEBLOINE François",,Loire,UDI,,PA2597
"LES ENFANTS D'ABORD",,Fonctionnement,1000.00,WARSMANN,Jean-Luc,Ardennes,UMP,163-04,PA2952
"Les Enfants de Kellermann",,Fonctionnement,1000.00,TABAROT,Michèle,Alpes-Maritimes,UMP,106-03,PA267794
"Les Enfants de la Bourbeuse",,Fonctionnement,3000.00,MESLOT,Damien,Territoire-de-Belfort,UMP,214-01,PA267327
"Les Enfants du Devoir d'Oyonnax",,Fonctionnement,1500.00,ABAD,Damien,Ain,UMP,219-01,PA605036
"Les enfants du Soleil",,Fonctionnement,1000.00,TETART,Jean-Marie,Yvelines,UMP,209-02,PA609442
"LES ENFANTS D'YVOIS",,Fonctionnement,1000.00,WARSMANN,Jean-Luc,Ardennes,UMP,224-02,PA2952
"Les Enfants et les Chemins de Fer en Provence",,Fonctionnement,2000.00,GINESY,Charles-Ange,Alpes-Maritimes,UMP,214-03,PA267680
"Les Espaces Verts",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,157-05,PA1001
"LES ESSARDS",,"Travaux d'intérêt local",10000.00,BRIAND,Philippe,Indre-et-Loire,UMP,122-01,PA667
"Les Fada du Gram'Adaire","""Melle Lisa DESTREL
Cavagnac
46 500 GRAMAT""","Participation au rallye humanitaire 4L Trophy 2013",2000.00,LAUNAY,Jean,Lot,SRC,163-01,PA1844
"Les Festes de Thalie ",,Fonctionnement,1000.00,DOUILLET,David,Yvelines,UMP,224-02,PA422119
"Les Fils d'Argent","""M. Guy Lassalle
3 rue de Franche-Comté
94450 Limeil-Brévannes
""","Organisation de loisirs pour le 3ème âge",2000.00,SCHWARTZENBERG,Roger-Gérard,Val-de-Marne,RRDP,224-02,PA2713
"Les fines lames hénonaises à Hénon",,"Achat d'un matériel électrique de piste d'escrime",1000.00,"LE FUR",Marc,Côtes-d'Armor,UMP,219-01,PA1874
"Les Francas","""Espace Jean Moulin
Rue Robert Schuman
25000 BESANCON""","Soutien pour l'accès aux accueils de loisirs et activités Francas pour les enfants et jeunes ressortissants des dispositifs CADA, PRE, ASE, CAUDA, UDAF, CMS…",4000.00,ROMAGNAN,Barbara,Doubs,SRC,163-02,PA605952
"Les Francas du Doubs","""Espace Jean Moulin
Rue Robert Schuman 
25000 Besançon""","Action éducative, sociale et culturelle en faveur des enfants",5000.00,ALAUZET,Eric,Doubs,ECOLO,163-02,PA605963
"Les Gazelles de la Brie",,Fonctionnement,2000.00,JACOB,Christian,Seine-et-Marne,UMP,209-02,PA1695
"Les Gazelles de la Brie",,Fonctionnement,4000.00,RIESTER,Franck,Seine-et-Marne,UMP,219-01,PA335758
"Les Griottes","Nicole MARMET, Commune de Leon, 83 grand rue BP 3 40550 LEON","""Voir avec les oreilles : Documentaires et fictions radiophoniques itinérants , A la croisée des ondes : Biennale (festival de créations radiophoniques)""",15000.00,DELAUNAY,Florence,Landes,SRC,313-03,PA342539
"Les Grognards de la Marne",,Fonctionnement,4000.00,RIESTER,Franck,Seine-et-Marne,UMP,167-02,PA335758
"Les Hameaux Fertois",,Fonctionnement,2000.00,RIESTER,Franck,Seine-et-Marne,UMP,163-01,PA335758
"Les Harkis de la République",,Fonctionnement,1000.00,SIRE,Fernand,Pyrénées-Orientales,UMP,169-03,PA344492
"Les Harley du Cœur","     06340 LA TRINITE","Dépenses de fonctionnement",1000.00,"SALLES Rudy ",,Alpes-Maritimes,UDI,,PA2667
"Les Hirondelles",,Fonctionnement,1000.00,PERRUT,Bernard,Rhône,UMP,219-01,PA2377
"Les Iris (GSJJA)",,Fonctionnement,2000.00,TIAN,Dominique,Bouches-du-Rhône,UMP,219-01,PA2815
"Les Jardins d'Arvières",,Fonctionnement,1000.00,ABAD,Damien,Ain,UMP,175-01,PA605036
"Les Jardins de la Croisière",,Fonctionnement,1500.00,FORT,Marie-Louise,Yonne,UMP,177-11,PA336576
"Les jardins de la Vallée de la Siagne",,Fonctionnement,1000.00,TABAROT,Michèle,Alpes-Maritimes,UMP,134-19,PA267794
"Les jardins de Mathieu","c/o Véronique Belmonte - 56 rue Mathieu - 93400 Saint-Ouen",Fonctionnement,5000.00,"Groupe SRC",,"*(non rattaché à un département)",,,NULL
"Les Jardins Familiaux",,Fonctionnement,1000.00,LACROUTE,Valérie,Seine-et-Marne,UMP,224-02,PA609245
"Les Jardins Familiaux ",,Fonctionnement,1000.00,GUIBAL,Jean-Claude,Alpes-Maritimes,UMP,106-03,PA1574
"Les Jardins Laurentins",,Fonctionnement,1000.00,SIRE,Fernand,Pyrénées-Orientales,UMP,113-07,PA344492
"Les Jardins numériques","75014 Paris","Constitution, l’aménagement, l’installation et la maintenance d’espaces numériques partagés ayant vocation à réduire la fracture numérique",3000.00,BAUPIN,Denis,Paris,ECOLO,224-02,PA609016
"Les jardis folies","""Le Bourg 
12500 - Le Cayrol""",Fonctionnement,1500.00,CENSI,Yves,Aveyron,UMP,224-02,PA267266
"Les jeunes d'Argentré",,Fonctionnement,2000.00,"LE CALLENNEC",Isabelle,Ille-et-Vilaine,UMP,224-02,PA606693
"Les Jeunes du Captalat",,Fonctionnement,2000.00,FOULON,Yves,Gironde,UMP,219-01,PA606478
"Les jeunes écolos","247, rue du Faubourg Saint-Martin 75010 paris","Organisation de rencontres autour de l'écologie",5000.00,"Groupe ECOLO",,"*(non rattaché à un département)",,163-02,NULL
"Les Joyeux Berguenards",,Fonctionnement,2000.00,DECOOL,Jean-Pierre,Nord,UMP,224-02,PA267762
"Les Joyeux Bourleux",,Fonctionnement,1000.00,LAZARO,Thierry,Nord,UMP,219-01,PA1857
"Les Joyeux Pétanquiers",,Fonctionnement,1500.00,CIOTTI,Eric,Alpes-Maritimes,UMP,219-01,PA330240
"Les Joyeux Vendéens du Boupère",,"50 ans de l'association",2000.00,BESSE,Véronique,Vendée,NI,224-02,PA309643
"Les Lames du Marais",,Fonctionnement,2000.00,GOUJON,Philippe,Paris,UMP,219-01,PA1521
"Les légendes se racontent",CHATEAUNEUF-LES-MARTIGUES,"American Fair (Evenement festif)",2000.00,BURRONI,Vincent,Bouches-du-Rhône,SRC,131-01,PA695
"Les Lézards animés Chapidock","""40 rue d'Allonville
44000 Nantes""",Fonctionnement,8000.00,CLERGEAU,Marie-Françoise,Loire-Atlantique,SRC,224-02,PA877
"Les Locataires de la Valbarelle",,Fonctionnement,2000.00,BOYER,Valérie,Bouches-du-Rhône,UMP,109-02,PA330684
"Les loups verts",,Fonctionnement,4000.00,RIESTER,Franck,Seine-et-Marne,UMP,157-01,PA335758
"Les Lutins de la Sollette",,Fonctionnement,1000.00,DEGAUCHY,Lucien,Oise,UMP,230-01,PA1031
"Les mamans de l'Enfance","""29 rue coustou 
6600 Perpignan""","projet éducatif",1000.00,CRESTA,Jacques,Pyrénées-Orientales,SRC,106-01,PA608310
"Les Manicous",,Fonctionnement,1000.00,JACOB,Christian,Seine-et-Marne,UMP,219-01,PA1695
"Les Marcheurs des Pierres Dorées",,Fonctionnement,1000.00,PERRUT,Bernard,Rhône,UMP,219-01,PA2377
"Les Marie Louise des Flandres",,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,UMP,219-01,PA1001
"Les Moments Musicaux de Gerberoy","""M. Igor WILKES
20, rue du Logis du Roy
60380 - Gerberoy""",Fonctionnement,2000.00,MANCEL,Jean-François,Oise,UMP,224-02,PA2048
"Les Mouettes",,Fonctionnement,3000.00,TIAN,Dominique,Bouches-du-Rhône,UMP,224-02,PA2815
"Les Mousquetaires",,Fonctionnement,1000.00,HUYGHE,Sébastien,Nord,UMP,157-01,PA267200
"Les Musicales de Chapet",,Fonctionnement,1500.00,TETART,Jean-Marie,Yvelines,UMP,224-02,PA609442
"Les Mystitches",,Fonctionnement,1000.00,DECOOL,Jean-Pierre,Nord,UMP,224-02,PA267762
"LES NUITS ET LES JOURS DE QUERBES","Querbes - 12700 ASPRIERES","Organisation du festival annuel ",3000.00,MARCEL,Marie-Lou,Aveyron,SRC,224-02,PA330546
"Les Orgues de Provins",,Fonctionnement,2000.00,JACOB,Christian,Seine-et-Marne,UMP,224-02,PA1695
"Les P’tits Clowns »(Maison d’assistantes maternelles","53300 SAINT FRAIMBAULT DE PRIERES","Achat matériel ",4000.00,"FAVENNEC Yannick",,Mayenne,UDI,,PA267042
"Les Papillons Blancs",,Fonctionnement,3000.00,HUYGHE,Sébastien,Nord,UMP,157-01,PA267200
"Les parents de l'école au Marronnier",,Fonctionnement,2500.00,COURTIAL,Edouard,Oise,UMP,214-01,PA267743
"Les parents d'Emilie","""8, rue des Grandes Noëlles 
44700 Orvault""","Faciliter les rapports entre parents d'élèves, corps enseignant et autorités",1000.00,"de RUGY",François,Loire-Atlantique,ECOLO,140-02,PA332747
"Les Passagers du zinc",,"Scene de musique actuelle",5000.00,FOURNIER-ARMAND,Michèle,Vaucluse,SRC,224-02,PA609691
"Les pêcheurs de la Basse Siagne",,Fonctionnement,1000.00,TABAROT,Michèle,Alpes-Maritimes,UMP,205-06,PA267794
"Les peintres de Triel et son canton","78510 TRIEL SUR SEINE","Dépenses de fonctionnement",1000.00,"RICHARD Arnaud ",,Yvelines,UDI,,PA345897
"Les pétanqués",,Fonctionnement,500.00,CINIERI,Dino,Loire,UMP,219-01,PA267429
"Les Petit Citoyens","150 rue de Poissonniers - 75018 Paris",,4000.00,"Groupe SRC",,"*(non rattaché à un département)",,,NULL
"Les petites frimousses","70 route de Saint-Romain - 76430 Saint Vigor d'Ymonville",Investissement/acquisition,2000.00,GRELIER,Estelle,Seine-Maritime,SRC,106-01,PA609218
"Les Petites Marmottes",,Fonctionnement,1000.00,FORT,Marie-Louise,Yonne,UMP,224-02,PA336576
"Les Petites Rêveries","""Route de Varzy
58420 BRINON-sur-BEUVRON""","Festival les Petites Rêveries ",3000.00,PAUL,Christian,Nièvre,SRC,224-02,PA2338
"Les Petits Citoyens","150 rue des Poissonniers - 75018 Paris",Fonctionnement,150000.00,"LE ROUX ","Bruno ",Seine-Saint-Denis,,,PA1886
"LES PETITS CURIEUX","12700 SONNAC","Fonctionnement ",2000.00,MARCEL,Marie-Lou,Aveyron,SRC,224-02,PA330546
"Les petits francophones (Estonie)",,"Achat de fournitures scolaires",3000.00,LEMAIRE,Axelle,"Français établis hors de France",SRC,185-05,PA610873
"LES PETITS FRERES DES PAUVRES",,Fonctionnement,5000.00,LEVY,Geneviève,Var,UMP,157-05,PA267378
"Les Petits Fréres des Pauvres",,Fonctionnement,2500.00,NACHURY,Dominique,Rhône,UMP,177-11,PA344776
"Les Petits Frères des Pauvres","""6, avenue Parmentier
75011 - Paris""",Fonctionnement,4000.00,ESTROSI,Christian,Alpes-Maritimes,UMP,177-11,PA1263
"Les Petits Mousses de Plymouth (Royaume-Uni)","Mutley Baptist Church, Mutley Plain, Plymouth PL4 6LB","Financement des ressources pédagogiques",5000.00,LEMAIRE,Axelle,"Français établis hors de France",SRC,185-05,PA610873
"Les petits poussins (Royaume-Uni)",,"Achat de fournitures scolaires",3000.00,LEMAIRE,Axelle,"Français établis hors de France",SRC,185-05,PA610873
"Les Piboulins",,Fonctionnement,1000.00,BOUCHET,Jean-Claude,Vaucluse,UMP,219-01,PA336316
"Les Plaisirs de la Table Solidaire","""Mme Myriam Loquet
6, avenue des Maronniers
44680 Sainte Pazanne
""","""Aide au fonctionnement : 
éducation à l’alimentation et à la cuisine en direction des populations touchées par la malbouffe
""",1000.00,RABIN,Monique,Loire-Atlantique,SRC,177-11,PA607187
"Les Poquelinades",,"Organisation d’un festival de théatre amateur",3500.00,"FAVENNEC Yannick",,Mayenne,UDI,,PA267042
"Les Portes des Calanques",,Fonctionnement,2000.00,TIAN,Dominique,Bouches-du-Rhône,UMP,113-01,PA2815
"Les Pouchoks",,Fonctionnement,2000.00,BENISTI,"Jacques Alain",Val-de-Marne,UMP,224-02,PA267822
"Les Produits de la Ferme St Andrè",,Fonctionnement,1000.00,HETZEL,Patrick,Bas-Rhin,UMP,177-11,PA608416
"Les P'tites Mains",,Fonctionnement,1000.00,DECOOL,Jean-Pierre,Nord,UMP,134-02,PA267762
"Les p'tits bouts s'amusent",,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,UMP,140-01,PA607846
"Les p'tits Larousse",,Fonctionnement,1000.00,LARRIVE,Guillaume,Yonne,UMP,163-04,PA267785
"Les P'tits Loups du St Rigaud",,Fonctionnement,1000.00,PERRUT,Bernard,Rhône,UMP,224-02,PA2377
"Les quatre horizons","""9, rue Sainte Marthe
 75010 Paris""",Fonctionnement,3000.00,DAGOMA,Seybah,Paris,SRC,163-02,PA608920
"Les Quatre Vents",,Fonctionnement,10000.00,ROHFRITSCH,Sophie,Bas-Rhin,UMP,157-05,PA608380
"Les Regates",,Fonctionnement,1500.00,TIAN,Dominique,Bouches-du-Rhône,UMP,219-01,PA2815
"Les Résolus Bois Roulant","06000 NICE","Dépenses de fonctionnement",2000.00,"SALLES Rudy ",,Alpes-Maritimes,UDI,,PA2667
"Les Restaurants du cœur","La Roche-sur-Yon","Acquisition d'un véhicule",1000.00,BULTEAU,Sylviane,Vendée,SRC,204-11,PA609743
"LES RESTAURANTS DU CŒUR",,Fonctionnement,3000.00,"LE RAY",Philippe,Morbihan,UMP,304-14,PA607603
"LES RESTAURANTS DU CŒUR",,Fonctionnement,5000.00,LEVY,Geneviève,Var,UMP,304-14,PA267378
"Les Restaurants du Cœur","27, rue Monticelli 66000 Perpignan","Achat véhicule pour la maraude",5000.00,NEUVILLE,Ségolène,Pyrénées-Orientales,SRC,177-11,PA608328
